# host=127.0.0.1
# port=8080
# clients=50
# requestsPerClient=20
# warmupDiscarded=20
# elapsedSec=20.698076
# throughput=48.313670
# p50Ms=1027
# p95Ms=1061
timestamp_ms,client_id,req_index,global_req_no,latency_ms,ok
1772303571311,21,0,23,132,true
1772303571310,18,0,20,133,true
1772303571311,40,0,42,132,true
1772303571310,14,0,16,133,true
1772303571311,29,0,31,132,true
1772303571425,33,0,35,247,true
1772303571426,37,0,40,247,true
1772303571426,32,0,34,247,true
1772303571426,5,0,7,248,true
1772303571426,41,0,43,247,true
1772303571530,3,0,4,352,true
1772303571530,19,0,21,352,true
1772303571530,35,0,37,352,true
1772303571530,44,0,46,351,true
1772303571530,9,0,11,352,true
1772303571632,11,0,13,455,true
1772303571632,12,0,14,455,true
1772303571632,17,0,19,454,true
1772303571632,6,0,8,455,true
1772303571632,48,0,50,454,true
1772303571738,0,0,3,561,true
1772303571738,30,0,32,560,true
1772303571738,31,0,33,560,true
1772303571738,27,0,29,560,true
1772303571739,13,0,15,561,true
1772303571842,28,0,30,664,true
1772303571842,2,0,1,664,true
1772303571842,38,0,39,664,true
1772303571842,49,0,2,664,true
1772303571842,1,0,5,665,true
1772303571947,7,0,9,769,true
1772303571947,10,0,12,769,true
1772303571947,47,0,49,768,true
1772303571947,23,0,25,769,true
1772303571947,34,0,36,769,true
1772303572053,24,0,26,875,true
1772303572053,43,0,45,874,true
1772303572053,8,0,10,876,true
1772303572053,36,0,38,875,true
1772303572053,15,0,17,876,true
1772303572158,4,0,6,981,true
1772303572159,20,0,22,981,true
1772303572159,25,0,27,981,true
1772303572159,16,0,18,981,true
1772303572159,26,0,28,981,true
1772303572260,22,0,24,1082,true
1772303572260,45,0,47,1081,true
1772303572260,39,0,41,1082,true
1772303572260,46,0,48,1082,true
1772303572261,42,0,44,1083,true
1772303572365,21,1,51,1049,true
1772303572365,14,1,54,1048,true
1772303572366,40,1,53,1049,true
1772303572366,18,1,52,1049,true
1772303572366,29,1,55,1049,true
1772303572469,32,1,58,1043,true
1772303572469,33,1,56,1043,true
1772303572470,5,1,59,1044,true
1772303572470,41,1,60,1044,true
1772303572471,37,1,57,1045,true
1772303572573,35,1,63,1042,true
1772303572574,19,1,62,1043,true
1772303572574,9,1,65,1043,true
1772303572574,3,1,61,1043,true
1772303572574,44,1,64,1043,true
1772303572676,17,1,68,1043,true
1772303572679,11,1,66,1046,true
1772303572679,12,1,67,1046,true
1772303572679,6,1,69,1046,true
1772303572679,48,1,70,1046,true
1772303572776,0,1,71,1037,true
1772303572783,30,1,72,1044,true
1772303572783,27,1,74,1045,true
1772303572783,13,1,75,1044,true
1772303572783,31,1,73,1044,true
1772303572882,38,1,78,1039,true
1772303572889,1,1,80,1046,true
1772303572889,2,1,77,1046,true
1772303572889,49,1,79,1046,true
1772303572889,28,1,76,1046,true
