# host=127.0.0.1
# port=8080
# clients=50
# requestsPerClient=20
# warmupDiscarded=20
# elapsedSec=2.168458
# throughput=461.157106
# p50Ms=106
# p95Ms=113
timestamp_ms,client_id,req_index,global_req_no,latency_ms,ok
1772303699031,29,0,32,135,true
1772303699030,9,0,11,136,true
1772303699033,28,0,30,138,true
1772303699030,13,0,15,136,true
1772303699032,24,0,26,137,true
1772303699031,41,0,43,135,true
1772303699032,26,0,28,137,true
1772303699031,34,0,36,136,true
1772303699031,23,0,25,136,true
1772303699033,0,0,6,138,true
1772303699031,17,0,19,136,true
1772303699032,11,0,13,138,true
1772303699032,14,0,16,138,true
1772303699031,36,0,38,136,true
1772303699033,16,0,18,138,true
1772303699032,33,0,35,137,true
1772303699032,46,0,48,137,true
1772303699034,22,0,24,139,true
1772303699031,45,0,47,135,true
1772303699034,12,0,14,139,true
1772303699034,32,0,33,139,true
1772303699032,2,0,5,138,true
1772303699034,30,0,31,139,true
1772303699031,40,0,42,135,true
1772303699031,44,0,46,135,true
1772303699039,5,0,7,145,true
1772303699039,27,0,29,145,true
1772303699039,43,0,45,144,true
1772303699040,42,0,44,145,true
1772303699040,18,0,20,145,true
1772303699040,37,0,39,145,true
1772303699040,4,0,3,146,true
1772303699040,25,0,27,145,true
1772303699040,10,0,12,146,true
1772303699040,19,0,21,145,true
1772303699040,35,0,37,145,true
1772303699040,39,0,41,145,true
1772303699040,49,0,1,146,true
1772303699032,20,0,22,137,true
1772303699031,38,0,40,136,true
1772303699041,6,0,8,146,true
1772303699041,3,0,4,146,true
1772303699041,48,0,50,145,true
1772303699041,1,0,2,146,true
1772303699041,7,0,9,146,true
1772303699032,21,0,23,138,true
1772303699032,8,0,10,138,true
1772303699041,31,0,34,146,true
1772303699032,15,0,17,138,true
1772303699031,47,0,49,135,true
1772303699151,34,1,58,112,true
1772303699151,41,1,56,112,true
1772303699151,29,1,51,112,true
1772303699151,0,1,60,112,true
1772303699151,24,1,55,112,true
1772303699151,17,1,61,112,true
1772303699151,26,1,57,113,true
1772303699151,13,1,54,113,true
1772303699151,23,1,59,113,true
1772303699151,22,1,68,112,true
1772303699151,12,1,70,112,true
1772303699151,16,1,65,113,true
1772303699151,45,1,69,112,true
1772303699151,33,1,66,112,true
1772303699151,36,1,63,112,true
1772303699151,46,1,67,112,true
1772303699151,2,1,72,112,true
1772303699151,9,1,52,113,true
1772303699151,30,1,73,112,true
1772303699151,14,1,64,113,true
1772303699152,40,1,74,112,true
1772303699152,11,1,62,113,true
1772303699152,44,1,75,112,true
1772303699152,43,1,78,112,true
1772303699152,27,1,77,112,true
1772303699152,18,1,80,111,true
1772303699152,5,1,76,112,true
1772303699152,42,1,79,112,true
1772303699153,37,1,81,112,true
1772303699153,4,1,82,112,true
1772303699153,25,1,83,112,true
1772303699153,10,1,84,112,true
1772303699153,35,1,86,112,true
1772303699153,19,1,85,113,true
1772303699154,39,1,87,113,true
1772303699157,49,1,88,116,true
1772303699157,48,1,93,116,true
1772303699157,28,1,53,119,true
1772303699157,21,1,96,115,true
1772303699157,7,1,95,116,true
1772303699157,31,1,98,116,true
1772303699157,32,1,71,118,true
1772303699157,6,1,91,116,true
1772303699157,38,1,90,116,true
1772303699157,8,1,97,116,true
1772303699157,3,1,92,116,true
1772303699157,47,1,100,115,true
1772303699157,1,1,94,116,true
1772303699157,15,1,99,115,true
1772303699157,20,1,89,116,true
1772303699258,0,2,104,107,true
1772303699258,22,2,110,106,true
1772303699258,24,2,105,107,true
1772303699258,29,2,103,107,true
1772303699258,18,2,126,105,true
1772303699258,9,2,118,106,true
1772303699258,5,2,127,105,true
1772303699258,27,2,125,106,true
1772303699258,16,2,112,106,true
1772303699258,42,2,128,105,true
1772303699258,2,2,117,106,true
1772303699258,11,2,122,106,true
1772303699258,45,2,113,106,true
1772303699258,37,2,129,105,true
1772303699258,23,2,109,107,true
1772303699258,14,2,120,106,true
1772303699258,41,2,102,107,true
1772303699258,43,2,124,106,true
1772303699258,46,2,116,106,true
1772303699258,40,2,121,106,true
1772303699258,13,2,108,107,true
1772303699258,17,2,106,107,true
1772303699258,26,2,107,107,true
1772303699258,12,2,111,107,true
1772303699258,34,2,101,107,true
1772303699258,44,2,123,106,true
1772303699259,36,2,115,107,true
1772303699259,4,2,130,105,true
1772303699259,30,2,119,107,true
1772303699259,25,2,131,105,true
1772303699259,33,2,114,107,true
1772303699259,35,2,133,105,true
1772303699259,10,2,132,105,true
1772303699259,39,2,135,105,true
1772303699259,7,2,140,102,true
1772303699259,49,2,136,102,true
1772303699259,32,2,142,102,true
1772303699259,19,2,134,105,true
1772303699260,31,2,141,102,true
1772303699264,1,2,148,106,true
1772303699264,47,2,147,106,true
1772303699264,15,2,149,106,true
1772303699264,20,2,150,106,true
1772303699264,38,2,144,106,true
1772303699264,8,2,145,106,true
1772303699264,48,2,137,106,true
1772303699264,6,2,143,107,true
1772303699264,28,2,138,107,true
1772303699264,21,2,139,107,true
1772303699264,3,2,146,107,true
1772303699362,18,3,155,104,true
1772303699362,27,3,158,104,true
1772303699362,41,3,167,104,true
1772303699362,26,3,173,104,true
1772303699362,17,3,172,104,true
1772303699362,23,3,165,104,true
1772303699362,22,3,152,104,true
1772303699362,40,3,170,104,true
1772303699362,42,3,160,104,true
1772303699362,29,3,154,104,true
1772303699362,46,3,169,104,true
1772303699362,9,3,156,104,true
1772303699363,24,3,153,104,true
1772303699363,13,3,171,104,true
1772303699363,12,3,174,104,true
1772303699363,11,3,162,104,true
1772303699363,5,3,157,104,true
1772303699363,16,3,159,104,true
1772303699364,44,3,176,106,true
1772303699364,36,3,177,105,true
1772303699365,0,3,151,106,true
1772303699365,2,3,161,106,true
1772303699365,45,3,163,106,true
1772303699365,34,3,175,106,true
1772303699365,14,3,166,106,true
1772303699365,37,3,164,106,true
1772303699365,43,3,168,106,true
1772303699365,4,3,178,105,true
1772303699365,25,3,180,105,true
1772303699365,39,3,184,105,true
1772303699365,10,3,183,105,true
1772303699365,33,3,181,105,true
1772303699365,35,3,182,105,true
1772303699365,7,3,185,105,true
1772303699365,49,3,186,105,true
1772303699365,30,3,179,106,true
1772303699365,19,3,188,105,true
1772303699365,32,3,187,105,true
1772303699365,31,3,189,105,true
1772303699365,20,3,193,101,true
1772303699365,15,3,192,101,true
1772303699365,38,3,194,101,true
1772303699365,1,3,190,101,true
1772303699366,8,3,195,101,true
1772303699366,48,3,196,101,true
1772303699366,3,3,200,101,true
1772303699366,47,3,191,101,true
1772303699366,21,3,199,101,true
1772303699366,28,3,198,101,true
1772303699366,6,3,197,101,true
1772303699465,27,4,202,102,true
1772303699465,23,4,206,102,true
1772303699465,22,4,207,102,true
1772303699465,42,4,209,102,true
1772303699465,29,4,210,102,true
1772303699465,9,4,212,102,true
1772303699465,17,4,205,102,true
1772303699465,46,4,211,102,true
1772303699465,26,4,204,102,true
1772303699465,24,4,213,102,true
1772303699465,18,4,201,102,true
1772303699465,12,4,215,102,true
1772303699465,11,4,216,102,true
1772303699465,40,4,208,102,true
1772303699465,41,4,203,102,true
1772303699465,16,4,218,102,true
1772303699465,5,4,217,102,true
1772303699465,13,4,214,102,true
1772303699466,0,4,221,101,true
1772303699466,25,4,229,101,true
1772303699466,36,4,220,101,true
1772303699466,4,4,228,101,true
1772303699466,45,4,223,101,true
1772303699467,2,4,222,102,true
1772303699467,37,4,226,102,true
1772303699467,10,4,231,101,true
1772303699467,39,4,230,101,true
1772303699467,44,4,219,102,true
1772303699467,35,4,233,101,true
1772303699467,31,4,239,102,true
1772303699467,7,4,234,102,true
1772303699467,30,4,236,102,true
1772303699467,49,4,235,102,true
1772303699467,32,4,238,102,true
1772303699467,19,4,237,102,true
1772303699467,43,4,227,102,true
1772303699468,20,4,240,102,true
1772303699468,15,4,241,102,true
1772303699468,1,4,243,102,true
1772303699468,14,4,225,103,true
1772303699468,48,4,245,102,true
1772303699468,38,4,242,102,true
1772303699468,3,4,246,102,true
1772303699468,47,4,247,102,true
1772303699468,8,4,244,102,true
1772303699468,34,4,224,103,true
1772303699468,33,4,232,103,true
1772303699468,6,4,250,102,true
1772303699468,28,4,249,102,true
1772303699468,21,4,248,102,true
1772303699567,11,5,263,101,true
1772303699567,26,5,259,101,true
1772303699567,17,5,257,101,true
1772303699567,9,5,256,101,true
1772303699569,27,5,251,104,true
1772303699569,41,5,265,103,true
1772303699569,46,5,258,104,true
1772303699569,23,5,252,104,true
1772303699569,40,5,264,104,true
1772303699569,22,5,253,104,true
1772303699569,12,5,262,104,true
1772303699569,18,5,261,104,true
1772303699569,42,5,254,104,true
1772303699569,29,5,255,104,true
1772303699569,24,5,260,104,true
1772303699569,5,5,267,104,true
1772303699570,16,5,266,104,true
1772303699570,0,5,269,103,true
1772303699570,25,5,270,103,true
1772303699570,13,5,268,104,true
1772303699570,36,5,271,103,true
1772303699570,4,5,272,103,true
1772303699570,45,5,273,103,true
1772303699570,2,5,274,103,true
1772303699570,39,5,277,103,true
1772303699570,37,5,275,103,true
1772303699570,44,5,278,103,true
1772303699570,10,5,276,103,true
1772303699570,31,5,280,102,true
1772303699570,19,5,285,102,true
1772303699570,35,5,279,103,true
1772303699574,20,5,287,106,true
1772303699574,49,5,283,106,true
1772303699574,48,5,291,106,true
1772303699574,30,5,282,106,true
1772303699574,32,5,284,106,true
1772303699574,34,5,296,106,true
1772303699574,14,5,290,106,true
1772303699574,15,5,288,106,true
1772303699574,3,5,293,106,true
1772303699574,33,5,297,106,true
1772303699574,6,5,298,105,true
1772303699574,28,5,299,106,true
1772303699574,21,5,300,106,true
1772303699575,43,5,286,107,true
1772303699574,38,5,292,106,true
1772303699575,7,5,281,107,true
1772303699574,8,5,295,106,true
1772303699574,1,5,289,106,true
1772303699574,47,5,294,106,true
1772303699676,46,6,307,106,true
1772303699676,13,6,320,105,true
1772303699675,20,6,332,101,true
1772303699675,19,6,330,105,true
1772303699675,41,6,306,106,true
1772303699676,25,6,319,105,true
1772303699676,27,6,305,106,true
1772303699676,36,6,321,106,true
1772303699676,11,6,301,109,true
1772303699676,16,6,317,106,true
1772303699676,22,6,310,107,true
1772303699675,2,6,324,105,true
1772303699676,18,6,312,107,true
1772303699676,26,6,302,108,true
1772303699676,5,6,316,106,true
1772303699676,17,6,303,109,true
1772303699676,31,6,329,105,true
1772303699676,35,6,331,105,true
1772303699676,24,6,315,106,true
1772303699676,37,6,326,105,true
1772303699675,29,6,314,106,true
1772303699676,42,6,313,107,true
1772303699676,40,6,309,107,true
1772303699675,10,6,328,105,true
1772303699676,39,6,325,106,true
1772303699676,23,6,308,107,true
1772303699676,9,6,304,109,true
1772303699676,12,6,311,107,true
1772303699677,3,6,340,102,true
1772303699677,4,6,322,106,true
1772303699677,0,6,318,106,true
1772303699677,45,6,323,106,true
1772303699677,44,6,327,107,true
1772303699677,15,6,339,102,true
1772303699677,14,6,338,102,true
1772303699677,33,6,341,102,true
1772303699677,6,6,342,102,true
1772303699677,32,6,336,102,true
1772303699677,28,6,343,102,true
1772303699677,49,6,333,103,true
1772303699677,30,6,335,103,true
1772303699677,43,6,345,102,true
1772303699677,21,6,344,103,true
1772303699680,48,6,334,105,true
1772303699680,8,6,348,105,true
1772303699680,7,6,347,105,true
1772303699680,38,6,346,105,true
1772303699680,1,6,349,105,true
1772303699680,34,6,337,105,true
1772303699680,47,6,350,105,true
1772303699782,2,7,362,105,true
1772303699782,16,7,359,105,true
1772303699782,25,7,360,105,true
1772303699782,27,7,356,105,true
1772303699782,11,7,358,105,true
1772303699782,20,7,353,106,true
1772303699782,36,7,357,105,true
1772303699782,18,7,363,105,true
1772303699782,41,7,355,106,true
1772303699782,17,7,366,105,true
1772303699782,29,7,371,105,true
1772303699782,5,7,365,106,true
1772303699782,42,7,372,105,true
1772303699782,26,7,364,106,true
1772303699782,13,7,352,106,true
1772303699782,10,7,374,105,true
1772303699782,46,7,351,106,true
1772303699782,24,7,369,106,true
1772303699782,39,7,375,105,true
1772303699782,31,7,367,106,true
1772303699783,37,7,370,106,true
1772303699783,9,7,377,106,true
1772303699783,23,7,376,106,true
1772303699783,12,7,378,106,true
1772303699783,3,7,379,106,true
1772303699783,4,7,380,106,true
1772303699783,19,7,354,106,true
1772303699783,35,7,368,106,true
1772303699783,45,7,382,106,true
1772303699783,22,7,361,106,true
1772303699783,0,7,381,106,true
1772303699783,44,7,383,105,true
1772303699783,15,7,384,105,true
1772303699783,40,7,373,106,true
1772303699783,6,7,387,105,true
1772303699783,33,7,386,105,true
1772303699783,28,7,389,105,true
1772303699783,14,7,385,106,true
1772303699784,49,7,390,106,true
1772303699784,32,7,388,106,true
1772303699784,43,7,392,106,true
1772303699784,48,7,394,103,true
1772303699784,38,7,397,103,true
1772303699784,30,7,391,106,true
1772303699784,21,7,393,106,true
1772303699784,34,7,399,103,true
1772303699784,8,7,395,103,true
1772303699784,1,7,398,103,true
1772303699784,7,7,396,104,true
1772303699784,47,7,400,103,true
1772303699892,27,8,404,109,true
1772303699892,11,8,405,109,true
1772303699892,39,8,419,109,true
1772303699892,10,8,416,109,true
1772303699892,42,8,413,109,true
1772303699892,29,8,411,109,true
1772303699892,2,8,401,109,true
1772303699892,17,8,410,109,true
1772303699892,20,8,406,109,true
1772303699892,26,8,414,109,true
1772303699892,24,8,418,109,true
1772303699892,18,8,408,109,true
1772303699892,46,8,417,109,true
1772303699892,31,8,420,109,true
1772303699892,25,8,403,110,true
1772303699892,3,8,425,109,true
1772303699892,12,8,424,109,true
1772303699892,4,8,426,109,true
1772303699892,35,8,428,109,true
1772303699892,5,8,412,109,true
1772303699892,19,8,427,109,true
1772303699892,0,8,431,109,true
1772303699892,45,8,429,109,true
1772303699892,15,8,433,109,true
1772303699892,23,8,423,109,true
1772303699892,6,8,435,109,true
1772303699892,44,8,432,109,true
1772303699892,9,8,422,109,true
1772303699892,22,8,430,109,true
1772303699892,13,8,415,110,true
1772303699892,28,8,437,109,true
1772303699892,33,8,436,109,true
1772303699892,37,8,421,109,true
1772303699892,14,8,438,109,true
1772303699892,40,8,434,109,true
1772303699892,49,8,439,108,true
1772303699893,32,8,440,108,true
1772303699893,30,8,444,108,true
1772303699893,38,8,443,108,true
1772303699893,43,8,441,108,true
1772303699893,48,8,442,108,true
1772303699893,21,8,445,108,true
1772303699893,8,8,447,108,true
1772303699893,1,8,448,108,true
