timestamp_ms,client_id,req_index,global_req_no,latency_ms,ok
1772302371815,59,0,61,141,true
1772302371815,74,0,76,141,true
1772302371815,61,0,63,141,true
1772302371815,177,0,179,139,true
1772302371815,24,0,26,142,true
1772302371815,188,0,190,139,true
1772302371815,195,0,197,139,true
1772302371815,16,0,18,142,true
1772302371815,109,0,111,141,true
1772302371815,192,0,194,139,true
1772302371815,196,0,198,139,true
1772302371815,176,0,178,139,true
1772302371815,28,0,30,143,true
1772302371815,38,0,40,142,true
1772302371815,108,0,110,140,true
1772302371815,194,0,196,139,true
1772302371815,193,0,195,139,true
1772302371815,104,0,106,140,true
1772302371815,162,0,164,139,true
1772302371821,94,0,96,147,true
1772302371815,51,0,53,141,true
1772302371914,69,0,71,240,true
1772302371914,197,0,199,238,true
1772302371914,187,0,189,239,true
1772302371914,85,0,87,240,true
1772302371915,149,0,151,239,true
1772302371916,170,0,172,241,true
1772302371916,13,0,15,244,true
1772302371916,198,0,200,241,true
1772302371916,7,0,9,244,true
1772302371917,134,0,136,242,true
1772302371917,4,0,6,245,true
1772302371917,110,0,112,242,true
1772302371917,5,0,7,245,true
1772302371917,95,0,97,242,true
1772302371917,89,0,91,243,true
1772302371917,157,0,159,242,true
1772302371919,10,0,10,247,true
1772302371920,119,0,121,245,true
1772302371919,56,0,58,246,true
1772302371920,141,0,143,244,true
1772302371927,139,0,141,252,true
1772302372015,131,0,133,340,true
1772302372015,93,0,95,340,true
1772302372015,65,0,67,341,true
1772302372015,19,0,21,342,true
1772302372015,90,0,92,341,true
1772302372018,137,0,139,343,true
1772302372018,156,0,158,343,true
1772302372019,199,0,1,347,true
1772302372019,92,0,94,344,true
1772302372022,174,0,176,347,true
1772302372022,125,0,127,347,true
1772302372022,142,0,144,347,true
1772302372022,31,0,33,350,true
1772302372022,175,0,177,347,true
1772302372022,6,0,8,350,true
1772302372022,52,0,54,349,true
1772302372022,66,0,68,349,true
1772302372022,20,0,22,350,true
1772302372022,39,0,41,350,true
1772302372022,0,0,4,350,true
1772302372033,34,0,36,360,true
1772302372119,122,0,124,444,true
1772302372119,71,0,73,445,true
1772302372119,8,0,12,447,true
1772302372119,172,0,174,444,true
1772302372119,12,0,14,447,true
1772302372120,79,0,81,446,true
1772302372120,23,0,25,448,true
1772302372120,165,0,167,445,true
1772302372120,21,0,23,448,true
1772302372122,46,0,48,450,true
1772302372127,3,0,3,455,true
1772302372127,116,0,118,453,true
1772302372127,73,0,75,454,true
1772302372127,68,0,70,454,true
1772302372127,190,0,192,452,true
1772302372127,14,0,16,455,true
1772302372127,75,0,77,454,true
1772302372127,111,0,113,453,true
1772302372128,55,0,57,454,true
1772302372128,166,0,168,452,true
1772302372136,136,0,138,461,true
1772302372220,36,0,38,548,true
1772302372222,43,0,45,549,true
1772302372222,189,0,191,546,true
1772302372222,153,0,155,547,true
1772302372222,117,0,119,547,true
1772302372222,161,0,163,547,true
1772302372222,37,0,39,550,true
1772302372222,130,0,132,547,true
1772302372222,140,0,142,547,true
1772302372227,178,0,180,552,true
1772302372232,17,0,19,560,true
1772302372232,144,0,146,557,true
1772302372232,82,0,84,558,true
1772302372232,191,0,193,556,true
1772302372232,57,0,59,558,true
1772302372232,47,0,49,559,true
1772302372232,60,0,62,558,true
1772302372232,84,0,86,558,true
1772302372232,29,0,31,560,true
1772302372232,41,0,43,560,true
1772302372242,187,1,224,327,true
